,Distance,Current
0,-1.25,3.2
1,-1.04,5.1
2,-0.881,8.4
3,-0.629,11.7
4,-0.618,14.0
5,-0.524,15.4
6,-0.488,15.2
7,-0.42,17.0
8,-0.392,18.6
9,-0.345,19.7
10,-0.226,20.2
11,-0.198,22.4
12,-0.12,23.4
13,-0.05,23.6
14,0.012,24.1
15,0.0,24.0
16,0.067,23.8
17,0.159,23.9
18,0.217,22.6
19,0.257,20.3
20,0.357,19.3
21,0.441,19.5
22,0.461,17.2
23,0.512,15.0
24,0.571,15.6
25,0.624,14.1
26,0.668,12.6
27,0.891,8.4
28,1.087,4.8
29,1.288,3.2
