,Distance,Current
0,-1.4,2.991
1,-1.4,3.886
2,-1.3,5.0
3,-1.1,7.413
4,-1.1,9.724
5,-1.0,10.768
6,-0.9,12.273
7,-0.8,13.672
8,-0.7,15.934
9,-0.6,16.743
10,-0.5,18.613
11,-0.4,20.218
12,-0.4,21.752
13,-0.3,22.271
14,-0.2,23.287
15,-0.1,23.75
16,0.0,24.413
17,0.0,24.596
18,0.1,23.306
19,0.2,22.461
20,0.3,22.062
21,0.4,21.641
22,0.4,19.954
23,0.6,19.297
24,0.6,17.398
25,0.7,15.669
26,0.8,13.583
27,0.9,11.752
28,1.0,10.08
29,1.1,9.193
30,1.2,7.716
31,1.3,4.651
32,1.4,3.305
33,1.4,3.672
