,Distance,Current
0,-1.4,3.101
1,-1.3,3.998
2,-1.3,4.926
3,-1.2,6.373
4,-1.1,7.094
5,-1.0,7.956
6,-1.0,10.698
7,-0.7,13.302
8,-0.7,14.598
9,-0.5,17.684
10,-0.4,18.97
11,-0.2,19.926
12,-0.1,21.123
13,0.0,23.917
14,0.0,24.275
15,0.2,20.975
16,0.3,19.736
17,0.5,19.413
18,0.6,17.684
19,0.7,14.576
20,0.8,13.896
21,1.0,10.761
22,1.1,8.54
23,1.2,6.269
24,1.2,5.523
25,1.3,5.267
26,1.4,4.529
27,1.5,3.847
